,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
712,15157425,"[""37.732709"",""-122.397208""]",2 Apollo St,94124,San Francisco,CA,UNKNOWN,1,1034,1943,720300,3750,NA,273222,"500""zpid""",37.732709,-122.397208
761,15157515,"[""37.732424"",""-122.396947""]",9 Apollo St,94124,San Francisco,CA,3,1,987,1943,720300,3800,NA,545380,"500""zpid""",37.732424,-122.396947
762,15157426,"[""37.732647"",""-122.397281""]",6 Apollo St,94124,San Francisco,CA,3,2,1284,1943,720300,4000,NA,290398,"500""zpid""",37.732647,-122.397281
763,15157469,"[""37.732478"",""-122.396872""]",1 Apollo St,94124,San Francisco,CA,3,1,1010,1943,720300,3850,NA,226631,"500""zpid""",37.732478,-122.396872
1444,15157515,"[""37.732424"",""-122.396947""]",9 Apollo St,94124,San Francisco,CA,3,1,987,1943,720300,3900,NA,545380,"500""zpid""",37.732424,-122.396947
1445,15157426,"[""37.732647"",""-122.397281""]",6 Apollo St,94124,San Francisco,CA,3,2,1284,1943,720300,4000,NA,290398,"500""zpid""",37.732647,-122.397281
1447,15157425,"[""37.732709"",""-122.397208""]",2 Apollo St,94124,San Francisco,CA,UNKNOWN,1,1034,1943,720300,3800,NA,273222,"500""zpid""",37.732709,-122.397208
1449,15157469,"[""37.732478"",""-122.396872""]",1 Apollo St,94124,San Francisco,CA,3,1,1010,1943,720300,3900,NA,226631,"500""zpid""",37.732478,-122.396872
745,15177239,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 201,94112,San Francisco,CA,2,2,864,1999,757400,3395,NA,238072,500,37.716915,-122.440335
746,15177240,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 202,94112,San Francisco,CA,2,1,827,1999,757400,3300,NA,387184,500,37.716915,-122.440335
747,15177241,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 203,94112,San Francisco,CA,2,2,857,1999,757400,3650,NA,240408,500,37.716915,-122.440335
748,15177242,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 204,94112,San Francisco,CA,2,1,831,1999,757400,3250,NA,264731,500,37.716915,-122.440335
749,15177243,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 205,94112,San Francisco,CA,2,1,828,1999,757400,3250,NA,234632,500,37.716915,-122.440335
750,15177244,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 206,94112,San Francisco,CA,2,2,980,1999,757400,3395,NA,325824,500,37.716915,-122.440335
751,15177245,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 207,94112,San Francisco,CA,1,1,433,1999,757400,2975,NA,184122,500,37.716915,-122.440335
752,15177246,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 208,94112,San Francisco,CA,2,2,965,1999,757400,3395,NA,272372,500,37.716915,-122.440335
753,15177247,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 301,94112,San Francisco,CA,2,2,864,1999,757400,3395,NA,271724,500,37.716915,-122.440335
754,15177248,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 302,94112,San Francisco,CA,2,2,857,1999,757400,3650,NA,426231,500,37.716915,-122.440335
755,15177249,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 303,94112,San Francisco,CA,2,2,857,1999,757400,3395,NA,391624,500,37.716915,-122.440335
756,15177250,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 305,94112,San Francisco,CA,2,1,828,1999,757400,3345,NA,365160,500,37.716915,-122.440335
757,15177251,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 306,94112,San Francisco,CA,2,2,968,1999,757400,3395,NA,287732,500,37.716915,-122.440335
758,15177252,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 308,94112,San Francisco,CA,2,2,965,1999,757400,3395,NA,272385,500,37.716915,-122.440335
759,52355641,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 304,94112,San Francisco,CA,2,1,831,1999,757400,3479,NA,380366,500,37.716915,-122.440335
760,80731080,"[""37.716915"",""-122.440322""]",2 Amazon Ave APT 307,94112,San Francisco,CA,1,1,433,1999,757400,2975,NA,191879,"500""zpid""",37.716915,-122.440322
1399,15177239,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 201,94112,San Francisco,CA,2,2,864,1999,757400,3490,NA,238072,500,37.716915,-122.440335
1400,15177240,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 202,94112,San Francisco,CA,2,1,827,1999,757400,3400,NA,387184,500,37.716915,-122.440335
1401,15177241,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 203,94112,San Francisco,CA,2,2,857,1999,757400,3500,NA,240408,500,37.716915,-122.440335
1402,15177242,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 204,94112,San Francisco,CA,2,1,831,1999,757400,3400,NA,264731,500,37.716915,-122.440335
1403,15177243,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 205,94112,San Francisco,CA,2,1,828,1999,757400,3450,NA,234632,500,37.716915,-122.440335
1404,15177244,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 206,94112,San Francisco,CA,2,2,980,1999,757400,3495,NA,325824,500,37.716915,-122.440335
1405,15177245,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 207,94112,San Francisco,CA,1,1,433,1999,757400,2995,NA,184122,500,37.716915,-122.440335
1406,15177246,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 208,94112,San Francisco,CA,2,2,965,1999,757400,3495,NA,272372,500,37.716915,-122.440335
1407,15177247,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 301,94112,San Francisco,CA,2,2,864,1999,757400,3490,NA,271724,500,37.716915,-122.440335
1408,15177248,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 302,94112,San Francisco,CA,2,2,857,1999,757400,3500,NA,426231,500,37.716915,-122.440335
1409,15177249,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 303,94112,San Francisco,CA,2,2,857,1999,757400,3450,NA,391624,500,37.716915,-122.440335
1410,15177250,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 305,94112,San Francisco,CA,2,1,828,1999,757400,3400,NA,365160,500,37.716915,-122.440335
1411,15177251,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 306,94112,San Francisco,CA,2,2,968,1999,757400,3495,NA,287732,500,37.716915,-122.440335
1412,15177252,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 308,94112,San Francisco,CA,2,2,965,1999,757400,3495,NA,272385,500,37.716915,-122.440335
1413,52355641,"[""37.716915"",""-122.440335""]",2 Amazon Ave APT 304,94112,San Francisco,CA,2,1,831,1999,757400,3500,NA,380366,500,37.716915,-122.440335
1414,80731080,"[""37.716915"",""-122.440322""]",2 Amazon Ave APT 307,94112,San Francisco,CA,1,1,433,1999,757400,2995,NA,191879,"500""zpid""",37.716915,-122.440322
1635,121336874,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 3,94112,San Francisco,CA,1,1,851,1979,757400,3395,NA,435456,"500""zpid""",37.72757,-122.432214
1636,121338459,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 2,94112,San Francisco,CA,2,2,1127,1979,757400,3850,NA,566088,"500""zpid""",37.72757,-122.432214
1665,121338783,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 8,94112,San Francisco,CA,2,2,1165,1979,757400,3900,NA,527674,"500""zpid""",37.72757,-122.432214
1666,121336784,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 9,94112,San Francisco,CA,2,2,1184,1979,757400,3900,NA,563022,"500""zpid""",37.72757,-122.432214
1667,121337895,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 7,94112,San Francisco,CA,1,1,851,1979,757400,3480,NA,460560,"500""zpid""",37.72757,-122.432214
1674,121337401,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 4,94112,San Francisco,CA,2,2,1120,1979,757400,3895,NA,507180,"500""zpid""",37.72757,-122.432214
1686,121336706,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 6,94112,San Francisco,CA,2,2,1190,1979,757400,3950,NA,584026,"500""zpid""",37.72757,-122.432214
1687,121338675,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 5,94112,San Francisco,CA,2,2,1135,1979,757400,3895,NA,594272,"500""zpid""",37.72757,-122.432214
1845,121336706,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 6,94112,San Francisco,CA,2,2,1190,1979,757400,3950,NA,584026,"500""zpid""",37.72757,-122.432214
1987,121338459,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 2,94112,San Francisco,CA,2,2,1127,1979,757400,3850,NA,566088,"500""zpid""",37.72757,-122.432214
2016,121336784,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 9,94112,San Francisco,CA,2,2,1184,1979,757400,3900,NA,563022,"500""zpid""",37.72757,-122.432214
2017,121337895,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 7,94112,San Francisco,CA,1,1,851,1979,757400,3480,NA,460560,"500""zpid""",37.72757,-122.432214
2018,121338783,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 8,94112,San Francisco,CA,2,2,1165,1979,757400,3900,NA,527674,"500""zpid""",37.72757,-122.432214
2327,121336874,"[""37.72757"",""-122.432214""]",12 Avalon Ave APT 3,94112,San Francisco,CA,1,1,851,1979,757400,3395,NA,435456,"500""zpid""",37.72757,-122.432214
1785,15068322,"[""37.790695"",""-122.4162""]",3 Helen St # 101,94109,San Francisco,CA,2,3,2030,1980,795400,6395,NA,1524870,500,37.790695,-122.4162
1786,15068323,"[""37.790695"",""-122.4162""]",3 Helen St # 102,94109,San Francisco,CA,UNKNOWN,1,1000,1980,795400,3995,NA,116342,500,37.790695,-122.4162
1787,15068324,"[""37.790694"",""-122.41619""]",3C Helen St # 103,94109,SAN FRANCISCO,CA,3,3,2018,1980,795400,6200,NA,1112914,500,37.790694,-122.41619
1788,15068325,"[""37.790695"",""-122.4162""]",3 Helen St # 104,94109,San Francisco,CA,UNKNOWN,1,1000,1980,795400,3995,NA,116342,500,37.790695,-122.4162
1789,2125397403,"[""37.790695"",""-122.416191""]",3 Helen St APT C,94109,San Francisco,CA,3,3,2100,1980,795400,5995,NA,UNKNOWN,"500""zpid""",37.790695,-122.416191
2074,15069146,"[""37.789945"",""-122.412735""]",900 Bush St PH 1,94109,San Francisco,CA,2,2,1075,1982,795400,4995,NA,1128390,500,37.789945,-122.412735
2075,15069172,"[""37.789691"",""-122.414318""]",1030 Bush St APT 1,94109,San Francisco,CA,1,1,680,1920,795400,3500,NA,186310,500,37.789691,-122.414318
2087,2108054304,"[""37.789791"",""-122.409996""]",779 Bush St APT 1,94108,San Francisco,CA,2,1,NA,UNKNOWN,795400,3650,NA,UNKNOWN,500,37.789791,-122.409996
2088,2108932608,"[""37.78918"",""-122.4143""]",1035 Bush St APT 1,94109,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,795400,4200,NA,UNKNOWN,500,37.78918,-122.4143
2089,2114303634,"[""37.78973"",""-122.41297""]",972 Bush St APT 1,94109,San Francisco,CA,UNKNOWN,0.75,NA,1913,795400,2300,NA,UNKNOWN,500,37.78973,-122.41297
2091,2124418427,"[""37.78889"",""-122.416412""]",1171 Bush St APT 1,94109,San Francisco,CA,0,1,NA,UNKNOWN,795400,4000,NA,UNKNOWN,500,37.78889,-122.416412
2092,2140044188,"[""37.789482"",""-122.412592""]",929 Bush St APT 1,94109,San Francisco,CA,1,1,NA,1913,795400,5500,NA,UNKNOWN,"500""zpid""",37.789482,-122.412592
1434,15190464,"[""37.718398"",""-122.46245""]",1 Ashton Ave,94112,San Francisco,CA,UNKNOWN,2,3391,1961,799700,4695,NA,85690,"500""zpid""",37.718398,-122.46245
1881,15190464,"[""37.718398"",""-122.46245""]",1 Ashton Ave,94112,San Francisco,CA,UNKNOWN,2,3391,1961,799700,4695,NA,85690,"500""zpid""",37.718398,-122.46245
2073,15189344,"[""37.72138"",""-122.45972""]",392 Faxon Ave # 7,94112,San Francisco,CA,2,2,1306,1985,799700,3950,NA,326625,"500""zpid""",37.72138,-122.45972
2250,15189345,"[""37.72138"",""-122.45972""]",388 Faxon Ave # 8,94112,San Francisco,CA,2,2,1263,1985,799700,3850,NA,179320,"500""zpid""",37.72138,-122.45972
1306,15195499,"[""37.711082"",""-122.453918""]",3034 Alemany Blvd # 1,94112,San Francisco,CA,UNKNOWN,UNKNOWN,789,UNKNOWN,804400,3250,NA,241302,500,37.711082,-122.453918
1307,15195501,"[""37.711025"",""-122.454005""]",3044 Alemany Blvd # 1,94112,San Francisco,CA,UNKNOWN,2,789,1988,804400,3250,NA,258316,500,37.711025,-122.454005
1308,15195503,"[""37.710965"",""-122.454103""]",3060 Alemany Blvd # 1,94112,San Francisco,CA,1,1,815,1988,804400,2950,NA,400000,500,37.710965,-122.454103
1309,15195505,"[""37.710885"",""-122.45425""]",3080 Alemany Blvd # 1,94112,San Francisco,CA,UNKNOWN,UNKNOWN,831,1989,804400,3700,NA,263132,500,37.710885,-122.45425
1327,15195502,"[""37.711019"",""-122.454008""]",3044 Alemany Blvd # 2,94112,San Francisco,CA,UNKNOWN,UNKNOWN,1029,1989,804400,3300,NA,413736,500,37.711019,-122.454008
1328,15195504,"[""37.710965"",""-122.454103""]",3062 Alemany Blvd # 2,94112,San Francisco,CA,2,1,1083,1988,804400,3400,NA,530012,500,37.710965,-122.454103
1329,15195506,"[""37.710888"",""-122.454253""]",3080 Alemany Blvd # 2,94112,San Francisco,CA,UNKNOWN,UNKNOWN,831,1989,804400,3600,NA,262698,500,37.710888,-122.454253
88,82958179,"[""37.645871"",""-122.453948""]",2230 Gellert Blvd # 3P03,94080,South San Francisco,CA,2,2,1026,2007,812000,3300,NA,567883,"500""zpid""",37.645871,-122.453948
627,82958179,"[""37.645871"",""-122.453948""]",2230 Gellert Blvd # 3P03,94080,South San Francisco,CA,2,2,1026,2007,812000,3300,NA,567883,"500""zpid""",37.645871,-122.453948
1514,82953315,"[""37.659271"",""-122.406685""]",207 Aspen Ave # 1,94080,South San Francisco,CA,14,7,7312,1963,812000,2595,NA,1886963,500,37.659271,-122.406685
1515,15484478,"[""37.659321"",""-122.406811""]",211 Aspen Ave # 1,94080,South San Francisco,CA,6,3,3420,1910,812000,3500,NA,470452,"500""zpid""",37.659321,-122.406811
1876,82953315,"[""37.659271"",""-122.406685""]",207 Aspen Ave # 1,94080,South San Francisco,CA,14,7,7312,1963,812000,2595,NA,1886963,500,37.659271,-122.406685
1877,15484478,"[""37.659321"",""-122.406811""]",211 Aspen Ave # 1,94080,South San Francisco,CA,6,3,3420,1910,812000,3500,NA,470452,"500""zpid""",37.659321,-122.406811
1671,15177917,"[""37.709891"",""-122.430692""]",1 Baltimore Way,94112,San Francisco,CA,3,2,1996,1928,817600,4200,NA,357774,"500""zpid""",37.709891,-122.430692
2357,15177917,"[""37.709891"",""-122.430692""]",1 Baltimore Way,94112,San Francisco,CA,3,2,1996,1928,817600,4200,NA,357774,"500""zpid""",37.709891,-122.430692
628,2097849084,"[""37.776671"",""-122.41745""]",1 10th St,94103,San Francisco,CA,2,2,1300,UNKNOWN,839200,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.776671,-122.41745
2083,67394949,"[""37.788838"",""-122.421268""]",1452 Bush St UNIT 1,94109,San Francisco,CA,2,2.5,1176,2004,839200,4500,NA,866982,500,37.788838,-122.421268
2084,111932124,"[""37.787925"",""-122.424278""]",1635 Bush St APT 1,94109,San Francisco,CA,2,2,934,1978,839200,4350,NA,424356,500,37.787925,-122.424278
2168,2097951141,"[""37.783718"",""-122.419799""]",819 Ellis St # 3RD,94109,San Francisco,CA,UNKNOWN,0.5,28800,1906,839200,UNKNOWN,NA,UNKNOWN,500,37.783718,-122.419799
1891,15168899,"[""37.724609"",""-122.415935""]",1328 Bacon St # 1,94134,San Francisco,CA,4,2,1550,1992,891600,6880,NA,312204,500,37.724609,-122.415935
1892,15168901,"[""37.724567"",""-122.416102""]",1348 Bacon St # 1,94134,San Francisco,CA,4,3,1500,1994,891600,8061,NA,364758,500,37.724567,-122.416102
1893,15168903,"[""37.724525"",""-122.416263""]",1378 Bacon St # 1,94134,San Francisco,CA,5,3,1600,1993,891600,8572,NA,342192,500,37.724525,-122.416263
1894,15168905,"[""37.724481"",""-122.416431""]",1398 Bacon St # 1,94134,San Francisco,CA,3,2,1600,1993,891600,8282,NA,589311,500,37.724481,-122.416431
1895,15168907,"[""37.724437"",""-122.416591""]",1408 Bacon St # 1,94134,San Francisco,CA,2,2,1600,1951,891600,7143,NA,719022,500,37.724437,-122.416591
1896,2100968672,"[""37.72616"",""-122.4102""]",730 Bacon St APT 1,94134,San Francisco,CA,2,1,900,1963,891600,3600,NA,UNKNOWN,"500""zpid""",37.72616,-122.4102
1897,15168900,"[""37.724611"",""-122.415935""]",1328 Bacon St # 2,94134,San Francisco,CA,3,2,1350,1992,891600,5000,NA,454792,500,37.724611,-122.415935
1898,15168902,"[""37.724568"",""-122.4161""]",1348 Bacon St # 2,94134,San Francisco,CA,3,2,1350,1994,891600,5620,NA,339138,500,37.724568,-122.4161
1899,15168904,"[""37.724525"",""-122.416275""]",1378 Bacon St # 2,94134,San Francisco,CA,3,2,1400,1994,891600,6235,NA,491806,500,37.724525,-122.416275
1900,15168906,"[""37.724482"",""-122.416428""]",1398 Bacon St # 2,94134,San Francisco,CA,3,2,1400,1993,891600,6563,NA,296977,500,37.724482,-122.416428
1901,15168908,"[""37.72444"",""-122.416605""]",1408 Bacon St # 2,94134,San Francisco,CA,3,2,1400,1993,891600,5932,NA,304042,500,37.72444,-122.416605
1902,2098857928,"[""37.72616"",""-122.4102""]",730 Bacon St APT 2,94134,San Francisco,CA,2,1,950,1963,891600,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.72616,-122.4102
2212,15168699,"[""37.728905"",""-122.404705""]",120 Burrows St APT 4,94134,San Francisco,CA,2,2,959,1980,891600,4200,NA,385600,500,37.728905,-122.404705
2213,15168813,"[""37.726341"",""-122.410645""]",779 Burrows St # 4,94134,San Francisco,CA,2,1,772,1986,891600,3500,NA,197944,"500""zpid""",37.726341,-122.410645
2242,15168801,"[""37.726341"",""-122.410645""]",755 Burrows St # 9,94134,San Francisco,CA,2,2,818,1986,891600,3595,NA,546260,"500""zpid""",37.726341,-122.410645
2324,2126952961,"[""37.723812"",""-122.402351""]",5 Dwight St,94134,San Francisco,CA,3,UNKNOWN,NA,UNKNOWN,891600,4000,NA,UNKNOWN,"500""zpid""",37.723812,-122.402351
2370,15066569,"[""37.800012"",""-122.401701""]",915 Battery St STE 1,94111,San Francisco,CA,UNKNOWN,1,5910,1909,914900,9000,NA,214480,"500""zpid""",37.800012,-122.401701
2374,15066570,"[""37.800012"",""-122.401701""]",915 Battery St STE 2,94111,San Francisco,CA,UNKNOWN,2,5910,1909,914900,14319,NA,1230000,500,37.800012,-122.401701
2517,15066569,"[""37.800012"",""-122.401701""]",915 Battery St STE 1,94111,San Francisco,CA,UNKNOWN,1,5910,1909,914900,9000,NA,214480,"500""zpid""",37.800012,-122.401701
1,59700363,"[""37.770771"",""-122.413081""]",374 11th St UNIT 6,94103,San Francisco,CA,2,2.5,2095,2001,957300,5500,NA,783296,"500""zpid""",37.770771,-122.413081
4,59700360,"[""37.770771"",""-122.413081""]",374 11th St UNIT 3,94103,San Francisco,CA,0,1.5,991,2001,957300,4000,NA,729988,"500""zpid""",37.770771,-122.413081
5,59700358,"[""37.770776"",""-122.413081""]",374 11th St UNIT 1,94103,San Francisco,CA,2,2.5,1387,2001,957300,4500,NA,804316,"500""zpid""",37.770776,-122.413081
6,59700361,"[""37.770771"",""-122.413081""]",374 11th St UNIT 4,94103,San Francisco,CA,3,2.5,1798,2001,957300,5999,NA,922148,"500""zpid""",37.770771,-122.413081
8,80738582,"[""37.770238"",""-122.414041""]",358 12th St # 7,94103,San Francisco,CA,UNKNOWN,UNKNOWN,823,1997,957300,4050,NA,93380,"500""zpid""",37.770238,-122.414041
9,80739023,"[""37.770238"",""-122.414041""]",358 12th St # 3,94103,San Francisco,CA,UNKNOWN,UNKNOWN,678,1997,957300,3995,NA,77814,"500""zpid""",37.770238,-122.414041
10,64969130,"[""37.770238"",""-122.414041""]",358 12th St # 8,94103,San Francisco,CA,UNKNOWN,UNKNOWN,731,1997,957300,4000,NA,82064,"500""zpid""",37.770238,-122.414041
31,83153580,"[""37.770378"",""-122.401062""]",888 7th St # L08,94107,San Francisco,CA,UNKNOWN,1,495,2007,957300,3550,NA,310726,"500""zpid""",37.770378,-122.401062
78,59700362,"[""37.770771"",""-122.413081""]",374 11th St UNIT 5,94103,San Francisco,CA,2,2.5,1771,2001,957300,5500,NA,1001620,500,37.770771,-122.413081
79,2125397706,"[""37.772533"",""-122.41529""]",230 11th St APT 5,94103,San Francisco,CA,1,1,NA,UNKNOWN,957300,2895,NA,UNKNOWN,"500""zpid""",37.772533,-122.41529
81,80732368,"[""37.770238"",""-122.414041""]",358 12th St # 4,94103,San Francisco,CA,UNKNOWN,UNKNOWN,684,1997,957300,3995,NA,77814,"500""zpid""",37.770238,-122.414041
82,80743080,"[""37.770236"",""-122.414039""]",3588 12TH St STE 6,94103,SAN FRANCISCO,CA,UNKNOWN,UNKNOWN,693,1997,957300,3999,NA,77814,"500""zpid""",37.770236,-122.414039
86,80752923,"[""37.770238"",""-122.414041""]",358 12th St # 1,94103,San Francisco,CA,UNKNOWN,UNKNOWN,1445,1997,957300,4775,NA,164142,"500""zpid""",37.770238,-122.414041
87,80731097,"[""37.770238"",""-122.414041""]",358 12th St # 2,94103,San Francisco,CA,UNKNOWN,UNKNOWN,877,1997,957300,4199,NA,99042,"500""zpid""",37.770238,-122.414041
355,15148791,"[""37.76783"",""-122.40432""]",320-380 15TH St #4,94103,SAN FRANCISCO,CA,UNKNOWN,1,2225,1983,957300,6400,NA,1224261,500,37.76783,-122.40432
363,89237211,"[""37.770378"",""-122.400993""]",888 7th St # L03,94107,San Francisco,CA,3,2,1239,2007,957300,4500,NA,350876,"500""zpid""",37.770378,-122.400993
426,59779639,"[""37.771865"",""-122.412098""]",360 10th St APT 4,94103,San Francisco,CA,1,2,1076,2001,957300,4400,NA,756144,500,37.771865,-122.412098
427,67394761,"[""37.771683"",""-122.411809""]",380 10th St UNIT 4,94103,San Francisco,CA,1,1,1017,2004,957300,4000,NA,612950,500,37.771683,-122.411809
428,80733228,"[""37.772037"",""-122.41146""]",385 10th St APT 4,94103,San Francisco,CA,UNKNOWN,UNKNOWN,570,1994,957300,3800,NA,603096,"500""zpid""",37.772037,-122.41146
462,89240534,"[""37.770378"",""-122.400993""]",888 7th St # L09,94107,San Francisco,CA,1,1,714,2007,957300,3495,NA,428588,"500""zpid""",37.770378,-122.400993
463,89237211,"[""37.770378"",""-122.400993""]",888 7th St # L03,94107,San Francisco,CA,3,2,1239,2007,957300,4500,NA,350876,"500""zpid""",37.770378,-122.400993
480,59700359,"[""37.770771"",""-122.413081""]",374 11th St UNIT 2,94103,San Francisco,CA,1,2,961,2001,957300,3995,NA,430208,500,37.770771,-122.413081
481,2103921264,"[""37.77253"",""-122.4153""]",230 11th St APT 2,94103,San Francisco,CA,0,1,454,1912,957300,2295,NA,UNKNOWN,"500""zpid""",37.77253,-122.4153
516,63197097,"[""37.771683"",""-122.411809""]",380 10th St UNIT 9,94103,San Francisco,CA,2,2,731,2004,957300,3900,NA,508892,"500""zpid""",37.771683,-122.411809
527,80742941,"[""37.770238"",""-122.414041""]",358 12th St # 5,94103,San Francisco,CA,UNKNOWN,UNKNOWN,669,1997,957300,3995,NA,74984,"500""zpid""",37.770238,-122.414041
533,67394754,"[""37.771683"",""-122.411809""]",380 10th St UNIT 7,94103,San Francisco,CA,2,2,1499,2004,957300,4300,NA,714222,500,37.771683,-122.411809
534,80741786,"[""37.772037"",""-122.41146""]",385 10th St APT 7,94103,San Francisco,CA,1,1,602,1994,957300,3500,NA,568520,"500""zpid""",37.772037,-122.41146
544,59779637,"[""37.771865"",""-122.412098""]",360 10th St APT 2,94103,San Francisco,CA,1,2,1324,2001,957300,4350,NA,736796,500,37.771865,-122.412098
