,zpid,latlon,street,zipcode,city,state,bedrooms,bathrooms,finishedSqFt,yearBuilt,price,rent,tax.year,tax,hoa,lat,lon
909,59779793,"[""37.751758"",""-122.430435""]",3930 24th St APT 2,94114,San Francisco,CA,UNKNOWN,UNKNOWN,698,1998,1751900,4000,NA,147722,500,37.751758,-122.430435
910,59780031,"[""37.751424"",""-122.427855""]",3817 24th St APT 2,94114,San Francisco,CA,UNKNOWN,UNKNOWN,766,1999,1751900,4050,NA,218851,500,37.751424,-122.427855
911,64971516,"[""37.75148"",""-122.435135""]",4144 24th St APT 2,94114,San Francisco,CA,2,1,804,1969,1751900,4001,NA,232774,500,37.75148,-122.435135
912,111923906,"[""37.751014"",""-122.434707""]",4125 24th St APT 2,94114,San Francisco,CA,2,1,756,1965,1751900,4150,NA,687572,500,37.751014,-122.434707
914,125244075,"[""37.750968"",""-122.435455""]",4167 24th St APT 2,94114,San Francisco,CA,2,1,830,1963,1751900,4000,NA,561836,500,37.750968,-122.435455
915,2110616193,"[""37.751658"",""-122.428965""]",3866 24th St APT 2,94114,San Francisco,CA,1,1,NA,UNKNOWN,1751900,5500,NA,UNKNOWN,500,37.751658,-122.428965
919,15179955,"[""37.750616"",""-122.442268""]",4475 24th St APT 4,94114,San Francisco,CA,1,2,1654,1976,1751900,5200,NA,551353,500,37.750616,-122.442268
920,59779795,"[""37.75176"",""-122.430434""]",3930 24th St APT 4,94114,San Francisco,CA,UNKNOWN,UNKNOWN,740,1998,1751900,4000,NA,156534,500,37.75176,-122.430434
921,59780033,"[""37.751424"",""-122.427855""]",3817 24th St APT 4,94114,San Francisco,CA,UNKNOWN,UNKNOWN,748,1999,1751900,4001,NA,213768,500,37.751424,-122.427855
922,64971517,"[""37.751478"",""-122.435129""]",4144 24th St APT 4,94114,San Francisco,CA,3,2,1101,1969,1751900,4500,NA,318744,500,37.751478,-122.435129
924,124848860,"[""37.750968"",""-122.435455""]",4167 24th St APT 4,94114,San Francisco,CA,2,1,830,1963,1751900,4000,NA,561841,500,37.750968,-122.435455
927,2112180424,"[""37.751009"",""-122.434806""]",4131 24th St APT 4,94114,San Francisco,CA,2,1,800,1960,1751900,4100,NA,UNKNOWN,500,37.751009,-122.434806
929,2122238758,"[""37.751697"",""-122.431442""]",3986 24th St APT 4,94114,San Francisco,CA,1,1,13086,UNKNOWN,1751900,7480,NA,UNKNOWN,"500""zpid""",37.751697,-122.431442
931,15179952,"[""37.750615"",""-122.442268""]",4475 24th St APT 1,94114,San Francisco,CA,2,1,897,1976,1751900,4000,NA,806058,500,37.750615,-122.442268
932,59779619,"[""37.75097"",""-122.442375""]",4476 24th St # 1,94114,San Francisco,CA,2,1,900,1978,1751900,3950,NA,649784,500,37.75097,-122.442375
933,59779792,"[""37.751758"",""-122.430435""]",3930 24th St APT 1,94114,San Francisco,CA,UNKNOWN,UNKNOWN,805,1998,1751900,4100,NA,170383,500,37.751758,-122.430435
934,59780030,"[""37.751424"",""-122.427852""]",3817 24th St APT 1,94114,San Francisco,CA,UNKNOWN,UNKNOWN,1526,1999,1751900,5400,NA,436033,500,37.751424,-122.427852
935,64972389,"[""37.75148"",""-122.435135""]",4144 24th St APT 1,94114,San Francisco,CA,3,2,1073,1969,1751900,4500,NA,767504,500,37.75148,-122.435135
936,111921862,"[""37.751014"",""-122.434707""]",4125 24th St APT 1,94114,San Francisco,CA,1,1,847,1965,1751900,3950,NA,492280,500,37.751014,-122.434707
938,125308389,"[""37.750968"",""-122.435455""]",4167 24th St APT 1,94114,San Francisco,CA,1,1,623,1963,1751900,3700,NA,561841,500,37.750968,-122.435455
939,2102759316,"[""37.75126"",""-122.4314""]",3983 24th St APT 1,94114,San Francisco,CA,1,1,NA,UNKNOWN,1751900,3500,NA,UNKNOWN,500,37.75126,-122.4314
942,2113251223,"[""37.751697"",""-122.431442""]",3986 24th St APT 1,94114,San Francisco,CA,1,1,NA,UNKNOWN,1751900,5250,NA,UNKNOWN,500,37.751697,-122.431442
943,2123250322,"[""37.75101"",""-122.434806""]",4131 24th St APT 1,94114,San Francisco,CA,2,1,850,UNKNOWN,1751900,4100,NA,UNKNOWN,"500""zpid""",37.75101,-122.434806
960,69817809,"[""37.753776"",""-122.43465""]",600 Alvarado St APT 3,94114,San Francisco,CA,2,1,756,1925,1751900,4000,NA,207333,500,37.753776,-122.43465
963,2130082230,"[""37.752898"",""-122.44185""]",965 Alvarado St APT 3,94114,San Francisco,CA,1,1,660,1972,1751900,3495,NA,UNKNOWN,"500""zpid""",37.752898,-122.44185
981,59779800,"[""37.751758"",""-122.430435""]",3930 24th St APT 9,94114,San Francisco,CA,UNKNOWN,UNKNOWN,639,1998,1751900,3999,NA,135128,500,37.751758,-122.430435
983,59779798,"[""37.751758"",""-122.430435""]",3930 24th St APT 7,94114,San Francisco,CA,UNKNOWN,UNKNOWN,718,1998,1751900,4000,NA,151916,500,37.751758,-122.430435
986,59779797,"[""37.751758"",""-122.430435""]",3930 24th St APT 6,94114,San Francisco,CA,UNKNOWN,UNKNOWN,595,1998,1751900,3975,NA,125898,500,37.751758,-122.430435
990,2111325922,"[""37.751247"",""-122.430786""]",3953 24th St APT 6,94114,San Francisco,CA,1,1,467,2005,1751900,3195,NA,UNKNOWN,500,37.751247,-122.430786
1005,54854770,"[""37.74965"",""-122.43064""]",4051 25th St # 1,94114,San Francisco,CA,3,3,1760,UNKNOWN,1751900,6995,NA,1150518,500,37.74965,-122.43064
1006,111926557,"[""37.749378"",""-122.435104""]",4241 25th St # 1,94114,San Francisco,CA,2,2,1715,2002,1751900,5709,NA,375985,"500""zpid""",37.749378,-122.435104
1007,15179954,"[""37.750616"",""-122.442268""]",4475 24th St APT 3,94114,San Francisco,CA,3,2,1654,1976,1751900,5700,NA,1081679,500,37.750616,-122.442268
1008,59779794,"[""37.751758"",""-122.430435""]",3930 24th St APT 3,94114,San Francisco,CA,UNKNOWN,UNKNOWN,697,1998,1751900,4000,NA,147722,500,37.751758,-122.430435
1009,59780032,"[""37.751424"",""-122.427855""]",3817 24th St APT 3,94114,San Francisco,CA,UNKNOWN,UNKNOWN,995,1999,1751900,4400,NA,284331,500,37.751424,-122.427855
1010,64972390,"[""37.751477"",""-122.435126""]",4144 24th St APT 3,94114,San Francisco,CA,2,1,804,1969,1751900,4000,NA,252420,500,37.751477,-122.435126
1011,111931369,"[""37.751014"",""-122.434707""]",4125 24th St APT 3,94114,San Francisco,CA,1,1,847,1965,1751900,3850,NA,190608,500,37.751014,-122.434707
1014,2109171090,"[""37.751659"",""-122.428962""]",3866 24th St APT 3,94114,San Francisco,CA,1,1,NA,UNKNOWN,1751900,5500,NA,UNKNOWN,500,37.751659,-122.428962
1016,2112113897,"[""37.751561"",""-122.431364""]",3986 24th St APT 3,94114,San Francisco,CA,1,1,NA,UNKNOWN,1751900,5450,NA,UNKNOWN,500,37.751561,-122.431364
1017,2118625679,"[""37.75101"",""-122.434806""]",4131 24th St APT 3,94114,San Francisco,CA,2,1,850,1960,1751900,3750,NA,UNKNOWN,"500""zpid""",37.75101,-122.434806
1059,89239679,"[""37.744018"",""-122.424827""]",200 29th St UNIT 5,94131,San Francisco,CA,2,3,1890,2004,1751900,6500,NA,1102582,500,37.744018,-122.424827
1060,2100062143,"[""37.743308"",""-122.429053""]",403 29th St # 5,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.743308,-122.429053
1062,2103866922,"[""37.74563"",""-122.4258""]",150 28th St APT 8,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,3495,NA,UNKNOWN,"500""zpid""",37.74563,-122.4258
1063,83152832,"[""37.743552"",""-122.42501""]",215 1/2 29th St,94131,San Francisco,CA,1,1,990,1900,1751900,3950,NA,241904,"500""zpid""",37.743552,-122.42501
1069,80752065,"[""37.744018"",""-122.424827""]",200 29th St UNIT 8,94131,San Francisco,CA,3,2,2076,2004,1751900,6995,NA,1248896,500,37.744018,-122.424827
1070,2127838058,"[""37.744018"",""-122.424842""]",200 29th St UNIT 8,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,6500,NA,UNKNOWN,500,37.744018,-122.424842
1071,2132035247,"[""37.744003"",""-122.424834""]",200 29th St # 8,94131,San Francisco,CA,3,2.5,2076,UNKNOWN,1751900,6500,NA,UNKNOWN,"500""zpid""",37.744003,-122.424834
1080,80741140,"[""37.744118"",""-122.423813""]",168 29th St APT 3,94110,San Francisco,CA,3,2,1547,2005,1751900,6400,NA,1234345,500,37.744118,-122.423813
1081,89238278,"[""37.744018"",""-122.424827""]",200 29th St UNIT 3,94131,San Francisco,CA,2,2.5,1437,2004,1751900,5800,NA,968252,500,37.744018,-122.424827
1082,111932444,"[""37.744121"",""-122.423713""]",166 29th St APT 3,94110,San Francisco,CA,3,2,1540,2009,1751900,5100,NA,831481,500,37.744121,-122.423713
1083,2104905858,"[""37.743286"",""-122.429406""]",421 29th St # 3,94131,San Francisco,CA,2,1,1100,1910,1751900,UNKNOWN,NA,UNKNOWN,500,37.743286,-122.429406
1121,80754153,"[""37.744117"",""-122.423812""]",168 29th St APT 4,94110,San Francisco,CA,3,2,1547,2005,1751900,6400,NA,1251383,500,37.744117,-122.423812
1122,89237560,"[""37.744018"",""-122.424827""]",200 29th St UNIT 4,94131,San Francisco,CA,2,2,1266,2004,1751900,5500,NA,1036078,500,37.744018,-122.424827
1123,2100085391,"[""37.743308"",""-122.429053""]",403 29th St # 4,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,UNKNOWN,NA,UNKNOWN,500,37.743308,-122.429053
1124,2106345244,"[""37.743297"",""-122.429222""]",407 29th St APT 4,94131,San Francisco,CA,1,1,NA,UNKNOWN,1751900,3195,NA,UNKNOWN,500,37.743297,-122.429222
1125,2125094796,"[""37.743526"",""-122.42546""]",233 29th St APT 4,94131,San Francisco,CA,1,1,850,UNKNOWN,1751900,3480,NA,UNKNOWN,"500""zpid""",37.743526,-122.42546
1130,2104765265,"[""37.747211"",""-122.425819""]",226 27th St APT 9,94131,San Francisco,CA,2,1,700,UNKNOWN,1751900,3950,NA,UNKNOWN,"500""zpid""",37.747211,-122.425819
1131,2105781913,"[""37.747211"",""-122.425827""]",226 27th St APT 8,94131,San Francisco,CA,2,1,NA,1963,1751900,4400,NA,UNKNOWN,"500""zpid""",37.747211,-122.425827
1146,82785746,"[""37.752166"",""-122.442184""]",4483 23rd St APT 4,94114,San Francisco,CA,2,1,924,1968,1751900,4250,NA,655748,500,37.752166,-122.442184
1147,2111710130,"[""37.752676"",""-122.441886""]",4454 23rd St APT 4,94114,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,4900,NA,UNKNOWN,"500""zpid""",37.752676,-122.441886
1155,82785745,"[""37.752166"",""-122.442184""]",4483 23rd St APT 3,94114,San Francisco,CA,2,1,924,1968,1751900,4000,NA,739320,500,37.752166,-122.442184
1156,2142482922,"[""37.752167"",""-122.442184""]",4483 23rd St APT 3,94114,San Francisco,CA,2,1,NA,UNKNOWN,1751900,5500,NA,UNKNOWN,"500""zpid""",37.752167,-122.442184
1167,2103844737,"[""37.742511"",""-122.42366""]",112 30th St APT 2,94110,San Francisco,CA,2,1,930,UNKNOWN,1751900,4200,NA,UNKNOWN,"500""zpid""",37.742511,-122.42366
1170,2102870287,"[""37.747211"",""-122.425827""]",226 27th St APT 4,94131,San Francisco,CA,3,2,1204,1963,1751900,4995,NA,UNKNOWN,"500""zpid""",37.747211,-122.425827
1171,121339128,"[""37.745616"",""-122.425537""]",138 28th St APT 3,94131,San Francisco,CA,1,1,609,1950,1751900,3695,NA,586488,500,37.745616,-122.425537
1172,125309644,"[""37.745769"",""-122.42324""]",40 28th St APT 3,94110,San Francisco,CA,1,1,623,1938,1751900,3400,NA,391643,500,37.745769,-122.42324
1173,2113146757,"[""37.745616"",""-122.425537""]",138 28th St APT 3,94131,San Francisco,CA,1,UNKNOWN,775,1950,1751900,4000,NA,UNKNOWN,500,37.745616,-122.425537
1174,2123587065,"[""37.745441"",""-122.428527""]",280 28th St APT 3,94131,San Francisco,CA,3,2,1036,1971,1751900,4500,NA,UNKNOWN,"500""zpid""",37.745441,-122.428527
1175,61288515,"[""37.745591"",""-122.425967""]",154 28th St APT 1,94131,San Francisco,CA,4,2,2139,2001,1751900,7040,NA,1337722,500,37.745591,-122.425967
1176,121337378,"[""37.745616"",""-122.425537""]",138 28th St APT 1,94131,San Francisco,CA,1,1,609,1950,1751900,3750,NA,632386,500,37.745616,-122.425537
1177,124434483,"[""37.745769"",""-122.42324""]",40 28th St APT 1,94110,San Francisco,CA,1,1,623,1938,1751900,3800,NA,720000,500,37.745769,-122.42324
1178,2106274305,"[""37.74561"",""-122.42339""]",40 28th St APT 1,94110,San Francisco,CA,1,1,NA,UNKNOWN,1751900,4195,NA,UNKNOWN,500,37.74561,-122.42339
1179,2112098804,"[""37.74563"",""-122.4258""]",150 28th St APT 1,94131,San Francisco,CA,2,1,NA,UNKNOWN,1751900,5500,NA,UNKNOWN,500,37.74563,-122.4258
1180,2123964734,"[""37.745441"",""-122.428527""]",280 28th St APT 1,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,5390,NA,UNKNOWN,"500""zpid""",37.745441,-122.428527
1181,61288516,"[""37.745593"",""-122.42597""]",154 28th St APT 2,94131,San Francisco,CA,4,2.5,2494,2002,1751900,8200,NA,1448084,500,37.745593,-122.42597
1182,121338236,"[""37.745617"",""-122.425537""]",138 28th St APT 2,94131,San Francisco,CA,1,1,613,1950,1751900,3600,NA,402216,500,37.745617,-122.425537
1183,125244214,"[""37.745769"",""-122.42324""]",40 28th St APT 2,94110,San Francisco,CA,1,1,623,1938,1751900,3400,NA,391643,500,37.745769,-122.42324
1184,2111228136,"[""37.745121"",""-122.425651""]",147 28th St APT 2,94131,San Francisco,CA,1,1,690,UNKNOWN,1751900,3900,NA,UNKNOWN,500,37.745121,-122.425651
1185,2126905678,"[""37.745441"",""-122.428527""]",280 28th St APT 2,94131,San Francisco,CA,2,1,NA,1969,1751900,5500,NA,UNKNOWN,"500""zpid""",37.745441,-122.428527
1186,15182109,"[""37.74682"",""-122.43229""]",536 27th St # 3,94131,San Francisco,CA,3,2.5,1654,1979,1751900,5800,NA,943762,500,37.74682,-122.43229
1187,15182315,"[""37.746306"",""-122.432752""]",567 27th St # 3,94131,San Francisco,CA,3,2,1600,1989,1751900,6200,NA,988748,500,37.746306,-122.432752
1188,15182324,"[""37.746321"",""-122.432493""]",555 27th St APT 3,94131,San Francisco,CA,2,2,1285,1996,1751900,4900,NA,862208,500,37.746321,-122.432493
1189,15182327,"[""37.746316"",""-122.432579""]",557 27th St # 3,94131,San Francisco,CA,2,2,1350,1996,1751900,4900,NA,553568,500,37.746316,-122.432579
1190,53153662,"[""37.746388"",""-122.431991""]",525 27th St # 3,94131,San Francisco,CA,2,2,1848,1998,1751900,6500,NA,1536916,500,37.746388,-122.431991
1191,2114789691,"[""37.746311"",""-122.432662""]",559 27th St APT 3,94131,San Francisco,CA,3,2,1800,UNKNOWN,1751900,5695,NA,UNKNOWN,"500""zpid""",37.746311,-122.432662
1192,15181957,"[""37.747352"",""-122.423488""]",142A 27th St # 2,94110,San Francisco,CA,2,1,1306,1900,1751900,5499,NA,1147476,500,37.747352,-122.423488
1193,15181978,"[""37.747193"",""-122.426129""]",234 27th St # 2,94131,San Francisco,CA,UNKNOWN,3,1254,1900,1751900,4850,NA,1147846,500,37.747193,-122.426129
1194,15182108,"[""37.746819"",""-122.432277""]",536 27th St # 2,94131,San Francisco,CA,1,1,674,1979,1751900,3600,NA,616098,500,37.746819,-122.432277
1195,15182314,"[""37.746305"",""-122.43275""]",567 27th St # 2,94131,San Francisco,CA,3,2,1600,1989,1751900,5750,NA,1172976,500,37.746305,-122.43275
1196,15182323,"[""37.746321"",""-122.432493""]",555 27th St APT 2,94131,San Francisco,CA,3,2,1433,1996,1751900,5200,NA,535272,500,37.746321,-122.432493
1197,15182326,"[""37.746316"",""-122.432579""]",557 27th St # 2,94131,San Francisco,CA,3,2,1500,1996,1751900,6499,NA,1339164,500,37.746316,-122.432579
1198,48188604,"[""37.74636"",""-122.431991""]",525 27th St # 2,94131,San Francisco,CA,3,3,1583,1998,1751900,6250,NA,1278094,500,37.74636,-122.431991
1199,2104173230,"[""37.74686"",""-122.425033""]",201 27th St APT 2,94131,San Francisco,CA,UNKNOWN,UNKNOWN,NA,UNKNOWN,1751900,3474,NA,UNKNOWN,500,37.74686,-122.425033
1200,2104401063,"[""37.746532"",""-122.432853""]",579 27th St # 2,94131,San Francisco,CA,2,2,NA,UNKNOWN,1751900,4250,NA,UNKNOWN,500,37.746532,-122.432853
1201,2126367674,"[""37.74631"",""-122.4327""]",559 27th St APT 2,94131,San Francisco,CA,2,1,1800,UNKNOWN,1751900,5500,NA,UNKNOWN,"500""zpid""",37.74631,-122.4327
1367,2098869219,"[""37.753682"",""-122.436216""]",690 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1964,1751900,UNKNOWN,NA,UNKNOWN,500,37.753682,-122.436216
1369,69817807,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1925,1751900,4000,NA,218917,"500""zpid""",37.753776,-122.434646
1371,2138051762,"[""37.752998"",""-122.441833""]",965 Alvarado St APT 5,94114,San Francisco,CA,1,1,530,1972,1751900,3500,NA,UNKNOWN,"500""zpid""",37.752998,-122.441833
1372,69817810,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 4,94114,San Francisco,CA,3,2,1775,1925,1751900,7075,NA,486857,"500""zpid""",37.753776,-122.434646
1374,2137974195,"[""37.752999"",""-122.44183""]",965 Alvarado St APT 2,94114,San Francisco,CA,1,1,530,1959,1751900,3400,NA,UNKNOWN,500,37.752999,-122.44183
1377,69817808,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 2,94114,San Francisco,CA,2,1,694,1925,1751900,3999,NA,190338,"500""zpid""",37.753776,-122.434646
1378,69817809,"[""37.753776"",""-122.43465""]",600 Alvarado St APT 3,94114,San Francisco,CA,2,1,756,1925,1751900,4000,NA,207333,500,37.753776,-122.43465
1381,2130082230,"[""37.752898"",""-122.44185""]",965 Alvarado St APT 3,94114,San Francisco,CA,1,1,660,1972,1751900,3500,NA,UNKNOWN,"500""zpid""",37.752898,-122.44185
1415,2138051762,"[""37.752998"",""-122.441833""]",965 Alvarado St APT 5,94114,San Francisco,CA,1,1,530,1972,1751900,3500,NA,UNKNOWN,"500""zpid""",37.752998,-122.441833
1416,69817810,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 4,94114,San Francisco,CA,3,2,1775,1925,1751900,7075,NA,486857,"500""zpid""",37.753776,-122.434646
1417,69817807,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1925,1751900,4100,NA,218917,500,37.753776,-122.434646
1419,2098869219,"[""37.753682"",""-122.436216""]",690 Alvarado St APT 1,94114,San Francisco,CA,2,1,1000,1964,1751900,UNKNOWN,NA,UNKNOWN,"500""zpid""",37.753682,-122.436216
1421,69817809,"[""37.753776"",""-122.43465""]",600 Alvarado St APT 3,94114,San Francisco,CA,2,1,756,1925,1751900,4000,NA,207333,500,37.753776,-122.43465
1424,2130082230,"[""37.752898"",""-122.44185""]",965 Alvarado St APT 3,94114,San Francisco,CA,1,1,660,1972,1751900,3500,NA,UNKNOWN,"500""zpid""",37.752898,-122.44185
1425,69817808,"[""37.753776"",""-122.434646""]",600 Alvarado St APT 2,94114,San Francisco,CA,2,1,694,1925,1751900,3999,NA,190338,500,37.753776,-122.434646
1428,2137974195,"[""37.752999"",""-122.44183""]",965 Alvarado St APT 2,94114,San Francisco,CA,1,1,530,1959,1751900,3400,NA,UNKNOWN,"500""zpid""",37.752999,-122.44183
2297,116156383,"[""37.743392"",""-122.423965""]",1629 Dolores St APT 3,94110,San Francisco,CA,2,2,940,2012,1751900,4250,NA,142977,"500""zpid""",37.743392,-122.423965
2310,53153384,"[""37.75224"",""-122.434627""]",606 1/2 Elizabeth St,94114,San Francisco,CA,UNKNOWN,1,926,2000,1751900,4400,NA,782516,"500""zpid""",37.75224,-122.434627
2314,59208242,"[""37.746276"",""-122.427787""]",318 Duncan St # 1,94131,San Francisco,CA,UNKNOWN,UNKNOWN,1625,2002,1751900,6250,NA,1066484,500,37.746276,-122.427787
2315,2098135911,"[""37.745943"",""-122.427201""]",305 Duncan St # 1,94131,San Francisco,CA,1,1,650,UNKNOWN,1751900,UNKNOWN,NA,UNKNOWN,500,37.745943,-122.427201
2316,2107148071,"[""37.74613"",""-122.42801""]",336 Duncan St APT 1,94131,San Francisco,CA,8,4,NA,UNKNOWN,1751900,5825,NA,UNKNOWN,500,37.74613,-122.42801
2317,2141885475,"[""37.745508"",""-122.432329""]",545 Duncan St APT 1,94131,San Francisco,CA,1,1,700,UNKNOWN,1751900,3875,NA,UNKNOWN,"500""zpid""",37.745508,-122.432329
1607,15081393,"[""37.79053"",""-122.444565""]",2101 Baker St APT 4,94115,San Francisco,CA,2,2,1223,1964,1884400,5495,NA,835056,500,37.79053,-122.444565
1613,15081329,"[""37.790972"",""-122.444135""]",2114 Baker St # 2,94115,San Francisco,CA,2,1.5,1300,1910,1884400,5495,NA,1127070,500,37.790972,-122.444135
1614,15081391,"[""37.79053"",""-122.444565""]",2101 Baker St APT 2,94115,San Francisco,CA,1,1,793,1964,1884400,3650,NA,286488,500,37.79053,-122.444565
1637,2100526417,"[""37.790531"",""-122.444557""]",2101 Baker St APT 6,94115,San Francisco,CA,1,1,808,1964,1884400,3500,NA,UNKNOWN,500,37.790531,-122.444557
1658,15081330,"[""37.790972"",""-122.444135""]",2114 Baker St # 3,94115,San Francisco,CA,3,3,2350,1900,1884400,11925,NA,1857236,500,37.790972,-122.444135
1664,15081397,"[""37.79053"",""-122.444565""]",2101 Baker St APT 8,94115,San Francisco,CA,1,1,815,1964,1884400,3700,NA,476002,"500""zpid""",37.79053,-122.444565
1806,15081393,"[""37.79053"",""-122.444565""]",2101 Baker St APT 4,94115,San Francisco,CA,2,2,1223,1964,1884400,5495,NA,835056,500,37.79053,-122.444565
1811,15081329,"[""37.790972"",""-122.444135""]",2114 Baker St # 2,94115,San Francisco,CA,2,1.5,1300,1910,1884400,5495,NA,1127070,500,37.790972,-122.444135
1812,15081391,"[""37.79053"",""-122.444565""]",2101 Baker St APT 2,94115,San Francisco,CA,1,1,793,1964,1884400,3650,NA,286488,500,37.79053,-122.444565
1978,15081397,"[""37.79053"",""-122.444565""]",2101 Baker St APT 8,94115,San Francisco,CA,1,1,815,1964,1884400,3700,NA,476002,"500""zpid""",37.79053,-122.444565
1980,2100526417,"[""37.790531"",""-122.444557""]",2101 Baker St APT 6,94115,San Francisco,CA,1,1,808,1964,1884400,3500,NA,UNKNOWN,500,37.790531,-122.444557
2386,15081330,"[""37.790972"",""-122.444135""]",2114 Baker St # 3,94115,San Francisco,CA,3,3,2350,1900,1884400,11925,NA,1857236,500,37.790972,-122.444135
2392,15081397,"[""37.79053"",""-122.444565""]",2101 Baker St APT 8,94115,San Francisco,CA,1,1,815,1964,1884400,3700,NA,476002,"500""zpid""",37.79053,-122.444565
2406,15081393,"[""37.79053"",""-122.444565""]",2101 Baker St APT 4,94115,San Francisco,CA,2,2,1223,1964,1884400,5495,NA,835056,500,37.79053,-122.444565
2413,15081330,"[""37.790972"",""-122.444135""]",2114 Baker St # 3,94115,San Francisco,CA,3,3,2350,1900,1884400,11925,NA,1857236,500,37.790972,-122.444135
2482,2100526417,"[""37.790531"",""-122.444557""]",2101 Baker St APT 6,94115,San Francisco,CA,1,1,808,1964,1884400,3500,NA,UNKNOWN,500,37.790531,-122.444557
2499,15081329,"[""37.790972"",""-122.444135""]",2114 Baker St # 2,94115,San Francisco,CA,2,1.5,1300,1910,1884400,5495,NA,1127070,500,37.790972,-122.444135
